gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaymentMethod,Churn
Male,1,58,75.59,4511.55,Month-to-month,No,Yes,Mailed check,No
Female,0,70,89.95,6336.82,Two year,DSL,Yes,Bank transfer,No
Male,0,8,61.2,509.37,One year,Fiber optic,Yes,Bank transfer,No
Female,0,0,33.84,501.5,Two year,DSL,No,Credit card,No
Female,0,28,86.58,2772.18,One year,No,No,Credit card,No
Male,0,62,72.47,4096.89,Two year,DSL,No,Credit card,No
Female,0,71,83.94,5871.06,Month-to-month,DSL,No,Mailed check,No
Male,0,55,53.8,3444.29,One year,DSL,No,Mailed check,No
Male,0,67,110.69,7301.31,Month-to-month,DSL,No,Electronic check,Yes
Female,0,34,78.74,3094.71,One year,Fiber optic,No,Bank transfer,No
Male,1,2,28.54,-28.19,Month-to-month,No,No,Electronic check,No
Female,0,6,64.98,343.08,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,26,95.64,2659.35,Two year,Fiber optic,No,Credit card,No
Male,0,0,99.41,-18.04,Two year,Fiber optic,Yes,Mailed check,No
Male,0,70,69.46,4961.12,Month-to-month,DSL,No,Electronic check,No
Male,0,43,109.47,5022.2,One year,DSL,No,Electronic check,No
Male,0,40,46.77,2022.56,Month-to-month,DSL,No,Electronic check,No
Female,1,41,61.06,2531.77,Month-to-month,DSL,Yes,Credit card,Yes
Female,0,32,109.86,3850.23,One year,DSL,No,Credit card,No
Male,1,49,109.63,5547.21,Month-to-month,DSL,No,Mailed check,No
Female,0,62,88.57,5344.63,Two year,DSL,Yes,Electronic check,No
Female,0,36,105.9,4208.42,Month-to-month,DSL,No,Electronic check,Yes
Female,0,58,28.88,1803.51,One year,No,Yes,Mailed check,No
Female,0,47,106.5,4962.76,One year,DSL,No,Mailed check,No
Male,0,4,52.06,-195.92,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,47,37.83,1502.49,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,2,43.94,427.91,One year,Fiber optic,No,Mailed check,No
Male,1,46,61.8,3190.73,One year,DSL,No,Credit card,No
Male,1,61,45.12,2769.38,Month-to-month,DSL,Yes,Bank transfer,No
Male,1,13,52.06,322.73,Month-to-month,DSL,Yes,Mailed check,No
Female,0,62,33.5,1859.6,Month-to-month,DSL,Yes,Credit card,No
Female,0,60,49.62,2652.45,Month-to-month,DSL,Yes,Mailed check,No
Female,0,30,77.23,1984.88,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,16,64.19,1432.4,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,23,54.67,1669.39,One year,Fiber optic,Yes,Credit card,No
Female,0,22,94.65,1858.13,One year,Fiber optic,Yes,Electronic check,No
Male,0,49,109.35,5356.4,Two year,DSL,No,Mailed check,Yes
Female,0,69,95.68,6344.96,One year,Fiber optic,No,Bank transfer,Yes
Female,1,26,53.2,1380.15,Two year,DSL,No,Credit card,No
Male,0,14,94.44,1650.02,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,49,35.2,1940.54,One year,Fiber optic,No,Electronic check,No
Male,0,35,33.03,1317.78,Two year,Fiber optic,Yes,Credit card,No
Female,1,7,54.56,343.08,One year,DSL,No,Credit card,No
Female,0,2,100.77,453.93,Month-to-month,Fiber optic,Yes,Bank transfer,Yes
Female,0,61,44.63,2851.76,One year,DSL,Yes,Mailed check,No
Male,1,46,26.33,1291.96,Two year,DSL,Yes,Mailed check,No
Male,1,60,33.17,1967.12,One year,DSL,No,Credit card,Yes
Female,0,31,105.87,3345.64,Month-to-month,DSL,No,Mailed check,Yes
Female,0,12,83.38,1058.21,One year,Fiber optic,Yes,Credit card,No
Male,0,0,45.32,-108.29,Two year,Fiber optic,No,Electronic check,Yes
Male,0,33,75.53,2337.51,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,61,72.76,4238.98,One year,No,No,Mailed check,No
Male,1,70,85.54,5801.23,Month-to-month,No,Yes,Mailed check,Yes
Female,0,30,43.32,1261.98,One year,No,No,Bank transfer,No
Male,0,63,106.44,6635.18,One year,Fiber optic,No,Electronic check,No
Female,0,24,50.94,1098.41,Month-to-month,DSL,Yes,Electronic check,No
Female,0,37,89.41,3169.21,Month-to-month,DSL,Yes,Electronic check,Yes
Female,0,13,21.61,339.31,One year,Fiber optic,Yes,Electronic check,No
Male,0,7,57.27,676.41,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,53,55.17,2921.83,Month-to-month,Fiber optic,No,Credit card,No
Male,0,1,74.35,59.08,One year,No,No,Mailed check,No
Male,0,55,27.27,1312.87,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,60,99.01,5895.99,Month-to-month,DSL,Yes,Mailed check,No
Male,1,21,41.78,1115.45,Two year,DSL,No,Credit card,No
Male,0,34,87.7,3189.29,Month-to-month,DSL,No,Bank transfer,No
Female,0,15,100.32,1698.39,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,49,76.19,3920.48,One year,Fiber optic,No,Bank transfer,No
Female,0,42,94.09,4039.13,One year,Fiber optic,Yes,Electronic check,No
Female,0,16,86.19,1459.28,Two year,Fiber optic,No,Electronic check,Yes
Female,0,57,55.55,3215.3,Two year,No,No,Bank transfer,No
Female,1,1,100.89,17.51,One year,Fiber optic,No,Mailed check,No
Female,0,3,49.47,165.15,Month-to-month,Fiber optic,No,Credit card,No
Female,0,38,77.12,2973.68,Month-to-month,DSL,Yes,Bank transfer,No
Female,0,5,94.54,599.33,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,1,68,57.9,3957.25,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,68,50.28,3840.07,One year,DSL,No,Mailed check,No
Male,0,19,65.93,1010.71,One year,DSL,No,Electronic check,Yes
Male,0,63,101.8,6564.3,Month-to-month,No,Yes,Electronic check,No
Male,0,15,112.99,1686.6,One year,DSL,No,Mailed check,No
Female,1,50,74.51,3725.93,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,36,86.15,2938.88,Month-to-month,DSL,No,Credit card,No
Female,0,68,110.33,7706.31,One year,Fiber optic,Yes,Mailed check,No
Male,1,41,29.85,1354.42,Month-to-month,Fiber optic,Yes,Bank transfer,Yes
Male,1,56,43.21,2586.49,Month-to-month,DSL,No,Electronic check,No
Male,1,65,90.89,5941.7,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,8,102.37,753.98,Month-to-month,No,No,Credit card,No
Male,0,63,105.7,6645.79,One year,Fiber optic,No,Credit card,No
Female,0,21,61.51,1378.4,Two year,Fiber optic,No,Bank transfer,No
Female,0,33,28.93,553.57,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Male,0,54,63.78,3618.71,Month-to-month,DSL,Yes,Bank transfer,No
Male,0,28,43.07,1691.2,One year,Fiber optic,Yes,Bank transfer,No
Male,0,37,49.12,1913.51,Two year,Fiber optic,No,Electronic check,No
Female,0,17,97.23,1596.72,Month-to-month,DSL,No,Bank transfer,No
Male,0,70,27.55,1896.25,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,64,102.76,6718.15,One year,DSL,Yes,Credit card,No
Female,1,0,62.77,-51.66,One year,Fiber optic,No,Credit card,No
Male,0,3,79.61,412.57,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,3,28.97,52.08,One year,DSL,No,Electronic check,Yes
Female,0,26,53.74,1740.08,Month-to-month,Fiber optic,Yes,Credit card,Yes
Female,0,42,28.97,1554.06,Month-to-month,No,No,Bank transfer,No
Female,0,58,116.15,6670.67,Month-to-month,DSL,No,Mailed check,Yes
Male,0,31,100.73,3106.43,Two year,Fiber optic,No,Mailed check,Yes
Female,0,32,65.96,2106.25,Month-to-month,No,No,Bank transfer,Yes
Male,0,27,42.36,1141.93,Month-to-month,No,Yes,Mailed check,No
Female,0,54,113.35,5931.41,Month-to-month,DSL,No,Credit card,No
Female,0,59,54.46,2995.69,Two year,DSL,No,Electronic check,No
Male,1,69,36.1,2740.85,Month-to-month,DSL,No,Bank transfer,Yes
Female,1,61,76.32,4873.48,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,33,114.38,3989.04,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,55,20.38,1107.02,One year,Fiber optic,Yes,Mailed check,No
Female,0,12,43.81,904.12,Month-to-month,DSL,No,Mailed check,Yes
Male,1,55,113.84,6256.71,Month-to-month,DSL,Yes,Mailed check,No
Male,0,17,37.11,803.45,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,53,31.32,1382.24,Two year,Fiber optic,Yes,Credit card,No
Male,1,42,77.02,3188.89,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,0,38,106.18,4003.68,One year,Fiber optic,No,Electronic check,Yes
Male,1,60,67.71,4049.5,Two year,DSL,Yes,Bank transfer,No
Female,0,41,119.46,4632.76,Two year,DSL,No,Electronic check,No
Male,0,17,87.92,1635.42,Month-to-month,DSL,No,Bank transfer,No
Female,0,22,27.41,808.74,Two year,DSL,No,Mailed check,Yes
Female,1,53,119.28,6173.07,Month-to-month,DSL,No,Mailed check,Yes
Male,1,29,60.79,1533.44,Month-to-month,DSL,Yes,Mailed check,No
Male,0,57,48.74,2624.39,Two year,DSL,No,Mailed check,No
Male,0,67,75.79,5177.03,Month-to-month,DSL,No,Credit card,Yes
Female,0,66,50.43,3209.06,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,1,70,28.65,1978.69,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,17,20.14,127.69,One year,Fiber optic,No,Bank transfer,Yes
Male,0,6,64.96,785.62,Month-to-month,Fiber optic,No,Credit card,No
Male,0,39,103.69,4058.55,One year,Fiber optic,No,Mailed check,No
Male,0,69,77.23,5558.81,Two year,No,Yes,Electronic check,No
Female,0,64,119.92,7773.51,One year,DSL,Yes,Mailed check,No
Female,0,67,48.68,3253.18,Month-to-month,Fiber optic,No,Credit card,No
Male,0,48,48.05,2287.67,Two year,No,Yes,Bank transfer,No
Male,1,51,35.97,1689.42,Month-to-month,Fiber optic,Yes,Credit card,No
Male,0,28,36.41,929.39,Month-to-month,DSL,Yes,Bank transfer,Yes
Male,0,20,48.52,768.84,Month-to-month,DSL,No,Electronic check,Yes
Female,1,8,99.28,570.87,Month-to-month,DSL,No,Bank transfer,No
Male,0,46,110.58,5503.96,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,41,117.51,4873.69,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,50,43.23,2454.64,Month-to-month,DSL,No,Mailed check,No
Male,1,55,108.13,5788.34,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,50,52.83,2391.18,One year,Fiber optic,No,Electronic check,No
Female,1,69,31.28,1962.76,One year,Fiber optic,No,Mailed check,Yes
Female,0,19,107.0,1948.59,One year,Fiber optic,No,Electronic check,No
Female,0,26,83.61,2181.16,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,37,36.47,1319.2,Month-to-month,DSL,No,Mailed check,Yes
Male,1,71,62.98,4316.94,Two year,Fiber optic,No,Bank transfer,Yes
Female,0,64,48.73,3136.26,Month-to-month,DSL,No,Credit card,No
Male,1,53,93.68,5000.12,Two year,Fiber optic,No,Bank transfer,No
Male,0,23,65.34,1643.28,Month-to-month,No,No,Electronic check,No
Male,0,46,118.93,5764.87,Two year,Fiber optic,No,Mailed check,Yes
Male,0,70,25.47,1710.12,Month-to-month,Fiber optic,No,Credit card,No
Male,1,62,55.5,3684.1,Month-to-month,DSL,No,Mailed check,No
Female,0,56,68.19,3831.83,One year,DSL,No,Mailed check,Yes
Male,0,54,70.31,3491.28,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,59,51.59,3400.46,Month-to-month,DSL,No,Electronic check,No
Male,1,61,92.92,6122.63,Month-to-month,Fiber optic,No,Credit card,Yes
